id,solution_label,file_name,folder_name,date,Ag 328.068,Ag 338.289,Al 308.215,Al 396.152,As 188.980,As 234.984,B 249.678,B 249.772,Ba 455.403,Ba 493.408,Bi 223.061,Bi 306.771,Ca 317.933,Ca 396.847,Ca 422.673,Cd 214.439,Cd 226.502,Ce 418.659,Ce 446.021,Co 228.615,Co 230.786,Co 231.160,Cr 267.716,Cr 283.563,Cu 324.754,Cu 327.395,Fe 238.204,Fe 259.940,Ga 287.423,Ga 417.204,In 410.176,In 451.131,K 766.491,K 769.897,La 333.749,La 408.671,Li 610.365,Li 670.783,Mg 279.553,Mg 280.270,Mg 285.213,Mn 257.610,Mn 259.372,Mo 281.615,Mo 284.824,Na 568.821,Na 588.995,Na 589.592,Ni 230.299,Ni 231.604,P 213.618,P 214.914,Pb 220.353,Pb 405.781,S 180.669,S 181.972,Sb 206.834,Sb 217.582,Sc 357.253,Sc 361.383,Sn 189.925,Sn 283.998,Sr 407.771,Sr 421.552,Th 283.730,Th 335.123,Th 401.913,Ti 334.941,Ti 337.280,Tl 276.789,Tl 351.923,U 385.957,U 409.013,V 309.310,V 311.837,Y 360.074,Y 371.029,Y 377.433,Yb 328.937,Yb 369.419,Zn 202.548,Zn 213.857,Au 242.794_2,Au 242.794_1,Si 250.690,Si 251.432,Si 251.611,Si 288.158,Cu 213.598,Cu 224.700,Nb 309.417,Nb 313.078,Ta 263.558,Ta 268.517,W 207.912,W 209.475,Mo 202.032,Mo 204.598,Se 203.985,Se 196.026,Au 267.594_2,Pd 340.458,Pt 214.424,Au 267.594_1,Pd 360.955,Pt 306.471,Pt 299.796,Si 288.158_2,Si 288.158_1,Ni 221.648,Zn 213.857_1,Zn 334.502_1,Cr 357.868,Zn 213.857_2,Co 238.892,Cd 228.802,Al 394.401,Sb 231.146,Tl 190.794,Zn 334.502_2,Fe 239.563,Mg 279.800,P 178.222,Pb 280.199,Ga 294.363,In 230.606,V 292.401,Sn 242.950,Sr 216.596,Mn 294.921,Ti 336.122,Li 460.289,Bi 222.821,Zn 334.502
741,CRM BLANK  y,1404-03-13 1230.csv,oes 4ac,1404/03/13,28.6863,4.64813,118.605,159.234,5.00692,-34.3209,57.955,58.8689,-2.81126,-1.91767,-52.7608,23.7263,57.1802,236.472,258.813,-2.95205,-2.12779,11.3249,10.3998,-3.82851,0.0176602,1.75353,14.2679,9.33113,-5.26653,-6.15783,-169.132,163.087,-10.7611,-1.61947,29.1971,-182.771,65.3269,-547.914,4.69375,9.7759,36.6844,-2.94705,-3585.78,56.2065,52.9002,0.837102,0.606747,10.5203,23.4386,613.366,170.393,109.579,-0.325186,-2.09168,21.0939,20.0589,17.3535,38.6364,222.421,243.1,1.49292,5.86558,-0.951625,2.4216,2.00391,22.874,-5.96702,-4.92406,,,,15.5512,15.6237,36.25,6.70333,,,-6.28196,-1.29843,0.286367,0.352662,0.430202,0.232308,0.336389,7.32771,1.83351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,CRM BLANK  R,1404-03-13 1230.csv,oes 4ac,1404/03/13,24.3128,1.04641,68.4776,113.748,10.0749,4.65199,76.0693,76.4931,-1.97668,-1.11737,-50.3074,30.6976,-21.4508,155.896,183.029,-2.62288,-2.0116,14.065,6.20919,-3.7486,-1.84893,2.64226,0.752182,-4.97565,-3.84036,-4.8447,-190.135,151.462,-8.16585,5.89422,40.4288,-205.262,36.256,-369.717,3.59766,8.80251,35.9182,-3.86005,-3638.3,25.9658,22.5247,-0.294919,-0.488192,8.79552,19.5117,753.552,149.245,79.2613,3.69801,-1.14113,15.3799,-1.5123,3.85696,16.882,76.4616,16.2873,-6.07676,-11.6416,-1.60481,0.559247,6.55689,-0.2554,-5.9943,-4.93389,,,,6.21734,6.14933,-7.50734,23.7865,,,-6.73748,-0.958686,0.202871,0.211109,0.188853,-0.0868659,0.0128517,2.18558,-3.28884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,blank tiz 1271,1404-03-13 1230.csv,oes 4ac,1404/03/13,73.091,10.2448,2.20828,82.0071,-0.633601,38.7509,1.56177,2.46551,-4.93575,-3.27469,-91.7514,36.5343,-137.397,166.047,246.219,-5.65394,-1.85681,20.9335,10.2129,-9.18693,-3.53678,-0.071535,-0.811034,-9.16315,-11.7933,-13.5704,-406.901,208.81,-10.543,2.93228,74.1226,-406.906,-1.14556,-1078.69,5.56874,16.3997,66.1543,-6.65137,-6701.86,31.18,25.2273,0.966811,0.736819,17.0838,41.474,1191.44,514.169,387.114,6.68029,-3.86666,-2.5447,-5.75914,30.4358,110.662,74.711,166.893,25.0996,15.2085,-3.4796,1.28382,1062.61,1086.99,-11.0689,-9.16016,,,,-6.57234,-7.04935,-2.2444,28.9291,,,-11.2347,-3.08361,0.971682,0.393191,0.269309,-0.165967,-0.059391,10.0752,-0.253783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,nit 1257-44 blank,1404-03-13 1230.csv,oes 4ac,1404/03/13,35.7816,2.49839,20.1813,81.1361,13.1382,-46.3761,-4.22455,-5.42752,-6.41633,-5.03579,-66.6355,20.5156,-175.533,113.726,166.494,-4.73862,-2.88352,12.0491,11.1974,-7.36907,-3.23863,4.76875,12.3078,4.42864,-10.6689,-10.9893,-364.974,158.786,-14.8147,-20.0891,52.2501,-372.43,31.5611,-922.786,4.28326,13.5049,55.519,-5.80161,-5549.79,60.5435,56.4775,2.98736,2.63014,13.1659,31.0337,685.253,345.426,251.96,3.04476,2.15921,-10.0469,-48.8731,29.9333,148.235,264.773,303.749,-13.6453,14.0899,-4.42215,1.06745,-10.3566,13.7322,-9.70669,-8.10228,,,,5.70565,5.76259,-41.2943,13.9239,,,-10.0368,-2.60963,0.438733,0.394529,0.105923,-0.148138,-0.0586997,-0.480952,-7.82183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,blank doc,1404-03-13 1230.csv,oes 4ac,1404/03/13,0.0982139,0.0184328,0.266405,0.439968,0.0542076,0.131688,0.00233226,0.00397307,-0.015417,-0.0119157,-0.202898,0.108547,0.018844,0.721272,0.802557,-0.012195,-0.00862795,0.0536142,0.0356637,-0.0130365,-0.0102868,0.00940483,0.0222687,0.000555742,-0.000482064,-0.00432023,0.0953557,1.35961,-0.0412283,0.00802219,0.0926015,-0.764098,0.152556,-2.12788,0.0184742,0.0362533,0.145606,-0.00770846,-14.3612,0.22368,0.212394,0.0390106,0.0402912,0.0365862,0.0838071,2.35558,2.0123,1.52247,0.00353631,0.0267699,0.100606,0.0845691,-2.56691e-05,0.0753356,1.89315,1.76159,-0.0990021,0.0188762,-0.0064159,0.00278489,-0.0461114,-0.0244038,-0.0232035,-0.0189839,,,,0.207985,0.207668,0.0881287,0.140525,,,-0.0250534,-0.00695142,0.00247277,0.000711758,0.000222002,-0.000249068,0.000361328,0.248043,0.22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,blank 1247-1 hf tiz ,1404-03-13 1230.csv,oes 4ac,1404/03/13,403.95,145.532,359.507,510.073,152.267,2.13415,1.28612,1.42756,-16.1772,-12.3524,-196.801,64.8556,-367.935,326.643,498.27,-11.3648,-7.04436,55.5146,30.593,1.33859,8.65173,14.3735,36.5532,17.8803,-26.3339,-28.2026,-591.808,758.206,-45.2478,30.3639,149.501,-984.133,83.6947,-2339.96,12.8006,35.865,142.208,-13.6103,-14393.2,203.261,189.95,-1.94687,-2.7195,99.0835,136.891,1318.12,1107.25,778.857,102.233,54.0812,41.1766,-244.797,29.2136,59.9828,518.958,423.824,32.7841,-6.72401,-10.9169,3.08923,1777.66,1908.22,-26.2088,-22.0552,,,,429.743,415.967,-117.328,-4.46024,,,-26.9586,-6.50806,1.12456,0.436868,0.456952,-0.336453,-0.00615719,15.4566,-4.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"blank 1260,1230 hf tiz",1404-03-13 1230.csv,oes 4ac,1404/03/13,132.143,24.4692,57927.1,56579.6,49.5045,117.902,70.374,77.3171,351.875,351.297,-180.218,67.1662,6541.54,7425.92,6925.73,-11.2027,-4.75162,39.9398,34.547,-12.4242,4.4466,18.7839,142.276,131.189,17.1584,13.1694,4133.18,4944.67,7.6975,21.2335,198.442,-933.926,28844.5,26374.8,22.405,37.9616,168.804,112.732,-7124.32,4618.08,4536.07,504.779,510.627,137.092,86.556,11245.0,11198.6,11158.6,3068.53,101.318,459.054,420.234,64.0704,231.23,436.311,229.447,-1.82421,-22.7317,-6.39333,3.34409,505.8,606.075,74.1022,78.3115,,,,601.091,602.594,-165.235,45.5444,,,-38.7675,1.73905,8.92529,8.06908,8.46965,1.26395,1.46686,70.7042,59.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Blank,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,CRM BLANK  y,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,28.6863,4.64813,118.605,159.234,5.00692,-34.3209,57.955,58.8689,-2.81126,-1.91767,-52.7608,23.7263,57.1802,236.472,258.813,-2.95205,-2.12779,11.3249,10.3998,-3.82851,0.0176602,1.75353,14.2679,9.33113,-5.26653,-6.15783,-169.132,163.087,-10.7611,-1.61947,29.1971,-182.771,65.3269,-547.914,4.69375,9.7759,36.6844,-2.94705,-3585.78,56.2065,52.9002,0.837102,0.606747,10.5203,23.4386,613.366,170.393,109.579,-0.325186,-2.09168,21.0939,20.0589,17.3535,38.6364,222.421,243.1,1.49292,5.86558,-0.951625,2.4216,2.00391,22.874,-5.96702,-4.92406,,,,15.5512,15.6237,36.25,6.70333,,,-6.28196,-1.29843,0.286367,0.352662,0.430202,0.232308,0.336389,7.32771,1.83351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,CRM BLANK  R,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,24.3128,1.04641,68.4776,113.748,10.0749,4.65199,76.0693,76.4931,-1.97668,-1.11737,-50.3074,30.6976,-21.4508,155.896,183.029,-2.62288,-2.0116,14.065,6.20919,-3.7486,-1.84893,2.64226,0.752182,-4.97565,-3.84036,-4.8447,-190.135,151.462,-8.16585,5.89422,40.4288,-205.262,36.256,-369.717,3.59766,8.80251,35.9182,-3.86005,-3638.3,25.9658,22.5247,-0.294919,-0.488192,8.79552,19.5117,753.552,149.245,79.2613,3.69801,-1.14113,15.3799,-1.5123,3.85696,16.882,76.4616,16.2873,-6.07676,-11.6416,-1.60481,0.559247,6.55689,-0.2554,-5.9943,-4.93389,,,,6.21734,6.14933,-7.50734,23.7865,,,-6.73748,-0.958686,0.202871,0.211109,0.188853,-0.0868659,0.0128517,2.18558,-3.28884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,blank tiz 1271,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,73.091,10.2448,2.20828,82.0071,-0.633601,38.7509,1.56177,2.46551,-4.93575,-3.27469,-91.7514,36.5343,-137.397,166.047,246.219,-5.65394,-1.85681,20.9335,10.2129,-9.18693,-3.53678,-0.071535,-0.811034,-9.16315,-11.7933,-13.5704,-406.901,208.81,-10.543,2.93228,74.1226,-406.906,-1.14556,-1078.69,5.56874,16.3997,66.1543,-6.65137,-6701.86,31.18,25.2273,0.966811,0.736819,17.0838,41.474,1191.44,514.169,387.114,6.68029,-3.86666,-2.5447,-5.75914,30.4358,110.662,74.711,166.893,25.0996,15.2085,-3.4796,1.28382,1062.61,1086.99,-11.0689,-9.16016,,,,-6.57234,-7.04935,-2.2444,28.9291,,,-11.2347,-3.08361,0.971682,0.393191,0.269309,-0.165967,-0.059391,10.0752,-0.253783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,nit 1257-44 blank,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,35.7816,2.49839,20.1813,81.1361,13.1382,-46.3761,-4.22455,-5.42752,-6.41633,-5.03579,-66.6355,20.5156,-175.533,113.726,166.494,-4.73862,-2.88352,12.0491,11.1974,-7.36907,-3.23863,4.76875,12.3078,4.42864,-10.6689,-10.9893,-364.974,158.786,-14.8147,-20.0891,52.2501,-372.43,31.5611,-922.786,4.28326,13.5049,55.519,-5.80161,-5549.79,60.5435,56.4775,2.98736,2.63014,13.1659,31.0337,685.253,345.426,251.96,3.04476,2.15921,-10.0469,-48.8731,29.9333,148.235,264.773,303.749,-13.6453,14.0899,-4.42215,1.06745,-10.3566,13.7322,-9.70669,-8.10228,,,,5.70565,5.76259,-41.2943,13.9239,,,-10.0368,-2.60963,0.438733,0.394529,0.105923,-0.148138,-0.0586997,-0.480952,-7.82183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,blank doc,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,0.0982139,0.0184328,0.266405,0.439968,0.0542076,0.131688,0.00233226,0.00397307,-0.015417,-0.0119157,-0.202898,0.108547,0.018844,0.721272,0.802557,-0.012195,-0.00862795,0.0536142,0.0356637,-0.0130365,-0.0102868,0.00940483,0.0222687,0.000555742,-0.000482064,-0.00432023,0.0953557,1.35961,-0.0412283,0.00802219,0.0926015,-0.764098,0.152556,-2.12788,0.0184742,0.0362533,0.145606,-0.00770846,-14.3612,0.22368,0.212394,0.0390106,0.0402912,0.0365862,0.0838071,2.35558,2.0123,1.52247,0.00353631,0.0267699,0.100606,0.0845691,-2.56691e-05,0.0753356,1.89315,1.76159,-0.0990021,0.0188762,-0.0064159,0.00278489,-0.0461114,-0.0244038,-0.0232035,-0.0189839,,,,0.207985,0.207668,0.0881287,0.140525,,,-0.0250534,-0.00695142,0.00247277,0.000711758,0.000222002,-0.000249068,0.000361328,0.248043,0.22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,blank 1247-1 hf tiz ,1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,403.95,145.532,359.507,510.073,152.267,2.13415,1.28612,1.42756,-16.1772,-12.3524,-196.801,64.8556,-367.935,326.643,498.27,-11.3648,-7.04436,55.5146,30.593,1.33859,8.65173,14.3735,36.5532,17.8803,-26.3339,-28.2026,-591.808,758.206,-45.2478,30.3639,149.501,-984.133,83.6947,-2339.96,12.8006,35.865,142.208,-13.6103,-14393.2,203.261,189.95,-1.94687,-2.7195,99.0835,136.891,1318.12,1107.25,778.857,102.233,54.0812,41.1766,-244.797,29.2136,59.9828,518.958,423.824,32.7841,-6.72401,-10.9169,3.08923,1777.66,1908.22,-26.2088,-22.0552,,,,429.743,415.967,-117.328,-4.46024,,,-26.9586,-6.50806,1.12456,0.436868,0.456952,-0.336453,-0.00615719,15.4566,-4.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,"blank 1260,1230 hf tiz",1404-03-13 1246(1-60).csv,oes 4ac,1404/03/13,132.143,24.4692,57927.1,56579.6,49.5045,117.902,70.374,77.3171,351.875,351.297,-180.218,67.1662,6541.54,7425.92,6925.73,-11.2027,-4.75162,39.9398,34.547,-12.4242,4.4466,18.7839,142.276,131.189,17.1584,13.1694,4133.18,4944.67,7.6975,21.2335,198.442,-933.926,28844.5,26374.8,22.405,37.9616,168.804,112.732,-7124.32,4618.08,4536.07,504.779,510.627,137.092,86.556,11245.0,11198.6,11158.6,3068.53,101.318,459.054,420.234,64.0704,231.23,436.311,229.447,-1.82421,-22.7317,-6.39333,3.34409,505.8,606.075,74.1022,78.3115,,,,601.091,602.594,-165.235,45.5444,,,-38.7675,1.73905,8.92529,8.06908,8.46965,1.26395,1.46686,70.7042,59.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Blank,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,CRM BLANK  y,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,28.6863,4.64813,118.605,159.234,5.00692,-34.3209,57.955,58.8689,-2.81126,-1.91767,-52.7608,23.7263,57.1802,236.472,258.813,-2.95205,-2.12779,11.3249,10.3998,-3.82851,0.0176602,1.75353,14.2679,9.33113,-5.26653,-6.15783,-169.132,163.087,-10.7611,-1.61947,29.1971,-182.771,65.3269,-547.914,4.69375,9.7759,36.6844,-2.94705,-3585.78,56.2065,52.9002,0.837102,0.606747,10.5203,23.4386,613.366,170.393,109.579,-0.325186,-2.09168,21.0939,20.0589,17.3535,38.6364,222.421,243.1,1.49292,5.86558,-0.951625,2.4216,2.00391,22.874,-5.96702,-4.92406,,,,15.5512,15.6237,36.25,6.70333,,,-6.28196,-1.29843,0.286367,0.352662,0.430202,0.232308,0.336389,7.32771,1.83351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,CRM BLANK  R,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,24.3128,1.04641,68.4776,113.748,10.0749,4.65199,76.0693,76.4931,-1.97668,-1.11737,-50.3074,30.6976,-21.4508,155.896,183.029,-2.62288,-2.0116,14.065,6.20919,-3.7486,-1.84893,2.64226,0.752182,-4.97565,-3.84036,-4.8447,-190.135,151.462,-8.16585,5.89422,40.4288,-205.262,36.256,-369.717,3.59766,8.80251,35.9182,-3.86005,-3638.3,25.9658,22.5247,-0.294919,-0.488192,8.79552,19.5117,753.552,149.245,79.2613,3.69801,-1.14113,15.3799,-1.5123,3.85696,16.882,76.4616,16.2873,-6.07676,-11.6416,-1.60481,0.559247,6.55689,-0.2554,-5.9943,-4.93389,,,,6.21734,6.14933,-7.50734,23.7865,,,-6.73748,-0.958686,0.202871,0.211109,0.188853,-0.0868659,0.0128517,2.18558,-3.28884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,blank tiz 1271,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,73.091,10.2448,2.20828,82.0071,-0.633601,38.7509,1.56177,2.46551,-4.93575,-3.27469,-91.7514,36.5343,-137.397,166.047,246.219,-5.65394,-1.85681,20.9335,10.2129,-9.18693,-3.53678,-0.071535,-0.811034,-9.16315,-11.7933,-13.5704,-406.901,208.81,-10.543,2.93228,74.1226,-406.906,-1.14556,-1078.69,5.56874,16.3997,66.1543,-6.65137,-6701.86,31.18,25.2273,0.966811,0.736819,17.0838,41.474,1191.44,514.169,387.114,6.68029,-3.86666,-2.5447,-5.75914,30.4358,110.662,74.711,166.893,25.0996,15.2085,-3.4796,1.28382,1062.61,1086.99,-11.0689,-9.16016,,,,-6.57234,-7.04935,-2.2444,28.9291,,,-11.2347,-3.08361,0.971682,0.393191,0.269309,-0.165967,-0.059391,10.0752,-0.253783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,nit 1257-44 blank,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,35.7816,2.49839,20.1813,81.1361,13.1382,-46.3761,-4.22455,-5.42752,-6.41633,-5.03579,-66.6355,20.5156,-175.533,113.726,166.494,-4.73862,-2.88352,12.0491,11.1974,-7.36907,-3.23863,4.76875,12.3078,4.42864,-10.6689,-10.9893,-364.974,158.786,-14.8147,-20.0891,52.2501,-372.43,31.5611,-922.786,4.28326,13.5049,55.519,-5.80161,-5549.79,60.5435,56.4775,2.98736,2.63014,13.1659,31.0337,685.253,345.426,251.96,3.04476,2.15921,-10.0469,-48.8731,29.9333,148.235,264.773,303.749,-13.6453,14.0899,-4.42215,1.06745,-10.3566,13.7322,-9.70669,-8.10228,,,,5.70565,5.76259,-41.2943,13.9239,,,-10.0368,-2.60963,0.438733,0.394529,0.105923,-0.148138,-0.0586997,-0.480952,-7.82183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,blank doc,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,0.0982139,0.0184328,0.266405,0.439968,0.0542076,0.131688,0.00233226,0.00397307,-0.015417,-0.0119157,-0.202898,0.108547,0.018844,0.721272,0.802557,-0.012195,-0.00862795,0.0536142,0.0356637,-0.0130365,-0.0102868,0.00940483,0.0222687,0.000555742,-0.000482064,-0.00432023,0.0953557,1.35961,-0.0412283,0.00802219,0.0926015,-0.764098,0.152556,-2.12788,0.0184742,0.0362533,0.145606,-0.00770846,-14.3612,0.22368,0.212394,0.0390106,0.0402912,0.0365862,0.0838071,2.35558,2.0123,1.52247,0.00353631,0.0267699,0.100606,0.0845691,-2.56691e-05,0.0753356,1.89315,1.76159,-0.0990021,0.0188762,-0.0064159,0.00278489,-0.0461114,-0.0244038,-0.0232035,-0.0189839,,,,0.207985,0.207668,0.0881287,0.140525,,,-0.0250534,-0.00695142,0.00247277,0.000711758,0.000222002,-0.000249068,0.000361328,0.248043,0.22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,blank 1247-1 hf tiz ,1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,403.95,145.532,359.507,510.073,152.267,2.13415,1.28612,1.42756,-16.1772,-12.3524,-196.801,64.8556,-367.935,326.643,498.27,-11.3648,-7.04436,55.5146,30.593,1.33859,8.65173,14.3735,36.5532,17.8803,-26.3339,-28.2026,-591.808,758.206,-45.2478,30.3639,149.501,-984.133,83.6947,-2339.96,12.8006,35.865,142.208,-13.6103,-14393.2,203.261,189.95,-1.94687,-2.7195,99.0835,136.891,1318.12,1107.25,778.857,102.233,54.0812,41.1766,-244.797,29.2136,59.9828,518.958,423.824,32.7841,-6.72401,-10.9169,3.08923,1777.66,1908.22,-26.2088,-22.0552,,,,429.743,415.967,-117.328,-4.46024,,,-26.9586,-6.50806,1.12456,0.436868,0.456952,-0.336453,-0.00615719,15.4566,-4.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,"blank 1260,1230 hf tiz",1404-03-13 1247 1260.csv,oes 4ac,1404/03/13,132.143,24.4692,57927.1,56579.6,49.5045,117.902,70.374,77.3171,351.875,351.297,-180.218,67.1662,6541.54,7425.92,6925.73,-11.2027,-4.75162,39.9398,34.547,-12.4242,4.4466,18.7839,142.276,131.189,17.1584,13.1694,4133.18,4944.67,7.6975,21.2335,198.442,-933.926,28844.5,26374.8,22.405,37.9616,168.804,112.732,-7124.32,4618.08,4536.07,504.779,510.627,137.092,86.556,11245.0,11198.6,11158.6,3068.53,101.318,459.054,420.234,64.0704,231.23,436.311,229.447,-1.82421,-22.7317,-6.39333,3.34409,505.8,606.075,74.1022,78.3115,,,,601.091,602.594,-165.235,45.5444,,,-38.7675,1.73905,8.92529,8.06908,8.46965,1.26395,1.46686,70.7042,59.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Blank,1404-03-13 1274(1-34) 1288.csv,oes 4ac,1404/03/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,CRM BLANK  y,1404-03-13 1274(1-34) 1288.csv,oes 4ac,1404/03/13,4.86215,17.0725,-110.947,181.285,17.1311,45.3928,63.183,64.5209,1.37417,0.384566,-57.6688,81.8821,164.597,270.869,215.926,-4.7748,-0.345179,8.06689,-0.447789,-0.845575,3.61004,2.92074,14.4451,14.2831,1.26832,-2.43605,-96.6765,169.021,5.23368,7.16921,35.1651,-329.508,77.0754,-1398.8,5.94664,5.5381,58.9127,-1.0354,-3572.7,70.7896,50.4906,2.78426,2.45655,23.3826,28.9007,997.436,-143.856,70.5839,6.25244,-6.54387,27.6461,-115.568,-8.12326,29.6082,311.701,280.49,18.0475,-8.2613,2.65131,2.36975,30.939,22.4392,-0.420293,-1.31968,,,,23.0417,25.5777,103.125,-26.1529,,,2.20317,3.89184,0.57721,0.144992,0.321057,0.504627,0.526439,10.8764,5.66107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,CRM BLANK  R,1404-03-13 1274(1-34) 1288.csv,oes 4ac,1404/03/13,2.24199,18.87,-154.015,127.891,7.77195,1.6807,81.3834,83.5551,2.17125,1.17963,-50.767,90.3645,67.4852,161.424,121.735,-4.83424,-0.376649,6.95708,2.08295,-0.2963,1.94258,0.962963,1.47692,0.451657,1.5359,-0.862492,-99.2481,165.523,8.28573,-3.27282,81.0296,-346.586,39.1918,-1194.27,5.85829,5.07288,59.6872,-0.0181311,-3619.11,33.4989,16.6299,1.71432,1.3651,21.7657,25.2454,75.5157,-162.193,29.1508,5.83323,-5.75469,6.47028,-125.696,5.33826,68.5349,123.208,64.3595,9.32512,11.3273,0.63131,0.438825,8.68034,18.75,-0.552344,-1.38751,,,,14.4945,17.4852,-19.766,18.3048,,,1.88422,3.08497,0.294853,-0.0914012,0.179172,0.217493,0.36428,5.04894,0.191619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
